tri_id,valid,p0x_m,p0y_m,p1x_m,p1y_m,p2x_m,p2y_m,foot_area_m2,att,Ponplane_W,I_Wm2,status_code,status_label
207,1,0.0004551915973178377,0.0007017261623162743,-0.000177690155377835,0.0008567667788863191,0.0003823070184733021,0.0005754490595189804,4.560927209309394e-08,0.6861097651298342,0.0003064757637078749,6719.593399393034,0,ok
208,1,0.0003809549094318985,0.0005727572739198518,-0.0001790495951420323,0.0008540603992467374,-0.0002656471992438856,0.000653264831133097,6.84032996608959e-08,0.6864348584622544,0.0004599403452799516,6723.949686054189,0,ok
209,1,0.0003809549094318982,0.000572757273919849,-0.0002656471992438859,0.0006532648311330942,0.000323223173363996,0.0004388935618440887,4.56021997739306e-08,0.6871856498234095,0.0003069622714666635,6731.304037708825,0,ok
210,1,0.0003221960673156735,0.0004360719469019198,-0.000266678186056561,0.0006504325551470127,-0.000329380214113859,0.0004409657919141895,6.839521433879532e-08,0.6874598280002728,0.0004606338926746534,6734.884847248318,0,ok
211,1,0.0003221960673156735,0.0004360719469019205,-0.000329380214113859,0.0004409657919141902,0.0002803947152774748,0.0002964274380800384,4.559680955919688e-08,0.6879904194231735,0.0003073262777100415,6740.082928632311,0,ok
212,1,0.0002797037775371448,0.0002935123708438332,-0.0003300729355512619,0.0004380431992576857,-0.0003680350559671103,0.0002227302414744452,6.838976219722816e-08,0.6881660011082322,0.0004611116375062775,6742.407382211461,0,ok
213,1,0.0002797037775371463,0.0002935123708438242,-0.0003680350559671088,0.0002227302414744361,0.000254395697259914,0.0001499703989883305,4.559317479815209e-08,0.6885122429391493,0.0003075624265787761,6745.799737359851,0,ok
214,1,0.0002540483688178978,0.0001469989777797154,-0.0003683830284050852,0.0002197533108314564,-0.0003810941131176392,1.497533560563401e-06,6.838701744466806e-08,0.6885428521967564,0.0004613664525667831,6746.404066240711,0,ok
215,1,0.0002540483688178974,0.000146998977779716,-0.0003810941131176395,1.497533560563941e-06,0.0002455743123428615,1.495126265787327e-06,4.559134496311205e-08,0.6887434291310572,0.0003076672343757763,6748.369336871061,0,ok
216,1,0.0002455743123428617,-1.495126265786523e-06,-0.0003810941131176392,-1.497533560562982e-06,-0.0003683830284050852,-0.0002197533108314568,6.838701744466833e-08,0.6885847519775637,0.0004613945280208729,6746.814604017282,0,ok
217,1,0.0002455743123428616,-1.495126265786913e-06,-0.0003683830284050853,-0.0002197533108314572,0.0002540483688178976,-0.0001469989777797161,4.559134496311221e-08,0.6886805659331138,0.0003076391528791893,6747.753397670084,0,ok
218,1,0.0002543956972599125,-0.0001499703989883398,-0.0003680350559671102,-0.0002227302414744455,-0.0003300729355512621,-0.0004380431992576852,6.838976219722785e-08,0.6882910735242035,0.0004611954433706201,6743.632797560955,0,ok
219,1,0.0002543956972599138,-0.0001499703989883309,-0.0003300729355512608,-0.0004380431992576763,0.000279703777537146,-0.000293512370843824,4.55931747981519e-08,0.6883245825564783,0.0003074785975935115,6743.961107222019,0,ok
220,1,0.0002803947152774746,-0.0002964274380800375,-0.0003293802141138592,-0.0004409657919141891,-0.0002666781860565614,-0.0006504325551470116,6.839521433879509e-08,0.6876662041403947,0.0004607721754381057,6736.906666534808,0,ok
221,1,0.0002803947152774747,-0.0002964274380800381,-0.0002666781860565614,-0.0006504325551470122,0.0003221960673156733,-0.0004360719469019197,4.559680955919674e-08,0.6876807325001814,0.0003071879401306038,6737.048997513574,0,ok
222,1,0.000323223173363996,-0.0004388935618440906,-0.0002656471992438861,-0.0006532648311330957,-0.0001790495951420325,-0.0008540603992467369,6.840329966089621e-08,0.6867194626754809,0.0004601310421224664,6726.737517101202,0,ok
223,1,0.0003232231733639962,-0.0004388935618440911,-0.0001790495951420324,-0.0008540603992467375,0.0003809549094318983,-0.000572757273919852,4.560219977393075e-08,0.6867584979583444,0.000306771464940371,6727.119885908266,0,ok
224,1,0.0003823070184733021,-0.0005754490595189808,-0.000177690155377835,-0.0008567667788863194,-6.836328711103202e-05,-0.00104618243308226,6.841390813964077e-08,0.6854649247800338,0.0004592815836337088,6713.277988684135,0,ok
225,1,0.0003823070184733019,-0.0005754490595189803,-6.836328711103222e-05,-0.00104618243308226,0.0004551915973178373,-0.0007017261623162741,4.560927209309387e-08,0.6855714183455073,0.0003062352916285491,6714.320960954758,0,ok
226,1,0.0004568538231155781,-0.0007042527794527372,-6.668862664830722e-05,-0.001048727951163274,6.389472811197944e-05,-0.001224207642274058,6.84268954607687e-08,0.6839211613257633,0.0004582363847677582,6696.729139647722,0,ok
227,1,0.0004568538231155787,-0.0007042527794527394,6.389472811198001e-05,-0.00122420764227406,0.0005439093929557699,-0.0008212392401932621,4.561793030717915e-08,0.6841368477688347,0.0003055872650587354,6698.84106975023,0,ok
228,1,0.0005458631456314194,-0.000823566729261783,6.586785716923307e-05,-0.001226558214262406,0.0002159480648580294,-0.001385732952235739,6.844208501755637e-08,0.6821108976906793,0.0004570108434749247,6677.336661466332,0,ok
229,1,0.0005458631456314182,-0.0008235667292617794,0.0002159480648580282,-0.001385732952235735,0.0006459166174239492,-0.0009296832212440011,4.562805667837093e-08,0.6824756481600124,0.000304836816293511,6680.907285670414,0,ok
230,1,0.0006481396444000402,-0.0009317793714130591,0.0002181992980816819,-0.001387855698811959,0.0003857533259790798,-0.001528575488284686,6.84592703520443e-08,0.6800606037181782,0.0004556228924096618,6655.386335067128,0,ok
231,1,0.0006481396444000387,-0.0009317793714130556,0.0003857533259790782,-0.001528575488284682,0.0007598423296649707,-0.001025592564394873,4.563951356802954e-08,0.6806118263593444,0.0003039947981484853,6660.780853751989,0,ok
232,1,0.0007623087911593749,-0.001027427310380016,0.0003882586202897198,-0.001530439121140284,0.0005710270412518945,-0.001650802016643536,6.847821800366809e-08,0.6778000258070636,0.0004540926812705325,6631.198861603097,0,ok
233,1,0.0007623087911593743,-0.001027427310380014,0.0005710270412518937,-0.001650802016643534,0.0008841544051341574,-0.001107669240715515,4.565214533577878e-08,0.6785721246576978,0.0003030732996843789,6638.752624991151,0,ok
234,1,0.0008868349954236562,-0.001109215083743666,0.000573758654186897,-0.001652377283415082,0.0007692758532838253,-0.00175075517230514,6.849867072368873e-08,0.6753616737179298,0.0004524422285051876,6605.124212267679,0,ok
235,1,0.0008868349954236555,-0.001109215083743665,0.0007692758532838245,-0.001750755172305139,0.001017179794821608,-0.001174800343003704,4.566578048245912e-08,0.6763855751088862,0.0003020854443282503,6615.138099835732,0,ok
236,1,0.001020041919998433,-0.001176032789423683,0.0007722023868828081,-0.00175201535333643,0.0009778295802618901,-0.001827076114350335,6.852035100882781e-08,0.6727802752618049,0.000450695051346338,6577.535647595745,0,ok
237,1,0.001020041919998434,-0.001176032789423683,0.0009778295802618908,-0.001827076114350335,0.001157126715584488,-0.001226073296766286,4.56802340058851e-08,0.6740830283104134,0.000301045176488301,6590.272205031099,0,ok
238,1,0.001160134737216955,-0.001226971304683071,0.0009809161068856001,-0.001827997558968134,0.001193876743836393,-0.001878723289062389,6.854296490337319e-08,0.6700922120741932,0.0004488757831651685,6548.823556114919,0,ok
239,1,0.001160134737216955,-0.001226971304683072,0.001193876743836392,-0.00187872328906239,0.00130210849518415,-0.001260788458079242,4.569530993558216e-08,0.6716966673226767,0.0002999670415117107,6564.503926870873,0,ok
240,1,0.001305224047211665,-0.001261334879652052,0.001197085028323243,-0.001879285974531881,0.001414502113031334,-0.001904987026001797,6.856620601565141e-08,0.6673349492070036,0.0004470097868019337,6519.389255691005,0,ok
241,1,0.001305224047211663,-0.001261334879652052,0.001414502113031333,-0.001904987026001797,0.001450168770350391,-0.001278468913965329,4.571080401043424e-08,0.6692595169862827,0.0002988659636450956,6538.19091820994,0,ok
242,1,0.001453351153790622,-0.001278650918792046,0.001417790941621433,-0.001905175118571057,0.001636725782060859,-0.001905499741906669,6.858975969237318e-08,0.6645464703538703,0.0004451227719031498,6489.638889238521,0,ok
243,1,0.001453351153790625,-0.001278650918792046,0.001636725782060862,-0.001905499741906669,0.001599307714083575,-0.001278867334349121,4.572650646158209e-08,0.6668049581532542,0.0002977570263158967,6511.694186960519,0,ok
244,1,0.001602514370841729,-0.001278676797813754,0.001640051403684258,-0.001905302136590648,0.001857543272069139,-0.001880241581551056,6.861330729273444e-08,0.6617647292430551,0.0004432404234155499,6459.977530663141,0,ok
245,1,0.001602514370841728,-0.001278676797813753,0.001857543272069138,-0.001880241581551056,0.001747508949764982,-0.001261969761120692,4.574220486182303e-08,0.6643662553341866,0.0002966552585883061,6485.372961020033,0,ok
246,1,0.001750696013180251,-0.001261403600822154,0.001860859952156641,-0.001879652395725792,0.002073966124869083,-0.001829541383063242,6.863653050349811e-08,0.6590271261821616,0.0004413880473258889,6430.803598142148,0,ok
247,1,0.00175069601318025,-0.001261403600822153,0.002073966124869083,-0.001829541383063241,0.001892766794988545,-0.00122799625904712,4.575768700233207e-08,0.6619761050527493,0.0002955754310937287,6459.579809588376,0,ok
248,1,0.001895889710922549,-0.001227056702530277,0.00207722680608922,-0.001828560378657593,0.002283062441471852,-0.001754072917061306,6.865911563643218e-08,0.6563700170224041,0.0004395902385616906,6402.503651364153,0,ok
249,1,0.00189588971092255,-0.001227056702530278,0.002283062441471852,-0.001754072917061307,0.002033113467844304,-0.00117739839479942,4.577274375762149e-08,0.6596662108685458,0.0002945318641277835,6434.656084577447,0,ok
250,1,0.002036127676314012,-0.001176093162799897,0.002286219500034099,-0.00175270582719303,0.002481996810248015,-0.00165484641353227,6.868075785038227e-08,0.6538282600291317,0.0004378705747507982,6375.447628354337,0,ok
251,1,0.002036127676314011,-0.001176093162799897,0.002481996810248014,-0.00165484641353227,0.002166645883123288,-0.001110853553692724,4.578717190025483e-08,0.6574668896557271,0.0002935382499785148,6410.927729233286,0,ok
252,1,0.002169507546911582,-0.00110919594496471,0.002485002890950996,-0.001653105151812161,0.002668069069518933,-0.001533195456745942,6.870116524202936e-08,0.6514348043952597,0.0004362513383434919,6349.98455712664,0,ok
253,1,0.002169507546911582,-0.001109195944964711,0.002668069069518933,-0.001533195456745942,0.002291551665956873,-0.001029256148253898,4.58007768280194e-08,0.6554067123794367,0.0002926074909371419,6388.701485039755,0,ok
254,1,0.00229421842949254,-0.001027265014707594,0.002670877977859151,-0.001531098191071691,0.00283875135768653,-0.001390759395606935,6.872006275173699e-08,0.6492203224996117,0.0004347532684860366,6326.438758600343,0,ok
255,1,0.002294218429492541,-0.001027265014707593,0.002838751357686531,-0.001390759395606934,0.002406134016044127,-0.0009337058177310892,4.581337516782473e-08,0.6535121813581346,0.0002917515538710498,6368.261513199978,0,ok
256,1,0.002408565775304424,-0.0009314054219530273,0.002841318983344555,-0.001388330472925401,0.002991722920954117,-0.001229461483552716,6.873719583390913e-08,0.647212886562558,0.0004333953430471971,6305.10654077914,0,ok
257,1,0.002408565775304424,-0.0009314054219530279,0.002991722920954118,-0.001229461483552716,0.002508835067044133,-0.0008254927623712374,4.582479722260614e-08,0.6518074448889147,0.0002909813417330585,6349.86643409548,0,ok
258,1,0.002510994729442939,-0.0008229125134888826,0.002994008164063942,-0.001226731197567604,0.003124902174367962,-0.001051483027169414,6.875233384491618e-08,0.6454376891393643,0.0004321945903754474,6286.253370690565,0,ok
259,1,0.002510994729442938,-0.0008229125134888819,0.003124902174367962,-0.001051483027169413,0.002598257402978952,-0.0007060803998900887,4.583488922994417e-08,0.6503140491841867,0.0002903065819592187,6333.746777543423,0,ok
260,1,0.002600111615270311,-0.0007032544679947852,0.003126867844318411,-0.001048487227047442,0.003236475546212225,-0.0008592338848454179,6.876527310565519e-08,0.6439168059522086,0.0004311659297267359,6270.111500382846,0,ok
261,1,0.002600111615270312,-0.0007032544679947854,0.003236475546212226,-0.0008592338848454182,0.002673183416532855,-0.000577085573193436,4.584351540377019e-08,0.6490507268470929,0.000289735731380192,6320.10282868412,0,ok
262,1,0.002674703238749957,-0.0005740523869557651,0.003238089202430855,-0.0008560134293345052,0.003324922678399656,-0.0006553197147370058,6.877583960037182e-08,0.642668998912074,0.0004303220388638664,6256.878016528641,0,ok
263,1,0.002674703238749957,-0.0005740523869557654,0.003324922678399656,-0.0006553197147370061,0.002732592222729158,-0.000440256577224099,4.585055973358124e-08,0.6480332206119966,0.0002892758970453304,6309.102849042492,0,ok
264,1,0.002733753727112887,-0.0004370582137154555,0.003326157383664258,-0.0006519197824444105,0.003389037605880674,-0.0004425064238382898,6.87838912782069e-08,0.6417095568224883,0.0004296732470878413,6246.713279857381,0,ok
265,1,0.002733753727112886,-0.0004370582137154546,0.003389037605880673,-0.0004425064238382889,0.002775673875257163,-0.0002974493079780408,4.585592751880458e-08,0.6472741407948679,0.0002889327722326118,6300.881649686976,0,ok
266,1,0.002776458650980172,-0.0002941307878448557,0.00338987256515603,-0.0004389756964158814,0.003427945595498311,-0.0002236823158661088,6.878931992906905e-08,0.6410501711744417,0.0004292274519097632,6239.739720531527,0,ok
267,1,0.002776458650980171,-0.0002941307878448561,0.00342794559549831,-0.0002236823158661093,0.002801840671208358,-0.0001506018674783411,4.585954661937938e-08,0.6467828548245843,0.0002887105868865853,6295.539493288005,0,ok
268,1,0.002802236218398766,-0.0001472103723043994,0.003428366657002613,-0.0002200720562197122,0.003441115388203942,-1.818473941543078e-06,6.879205261090168e-08,0.6406988446092938,0.0004289900576914277,6236.040958362745,0,ok
269,1,0.002802236218398767,-0.0001472103723043997,0.003441115388203943,-1.818473941543386e-06,0.002810735372532986,-1.707984118953628e-06,4.586136840726779e-08,0.6465654073383793,0.0002886120717807929,6293.141303979402,0,ok
270,1,0.00345353078390582,2.543324681893353e-06,0.004085578120150042,2.729434349365929e-06,0.004068569832293252,0.0002937336280797872,9.196579544500382e-08,0.6207889312450191,0.0005540257489347745,6024.258761140012,0,ok
271,1,0.003453530783905819,2.543324681893434e-06,0.004068569832293251,0.0002937336280797873,0.003440774568013226,0.0002207964699797094,6.897434658375288e-08,0.6277698433346605,0.000420191920442213,6092.002914909679,0,ok
272,1,0.003440185922462673,0.0002258458379932856,0.004067938204545887,0.0002991516949300764,0.004017144762818232,0.000586204338881913,9.196070454570031e-08,0.6211492979896019,0.0005543512740047308,6028.13208906249,0,ok
273,1,0.003440185922462671,0.0002258458379932857,0.004017144762818232,0.0005862043388819131,0.003402090841166931,0.0004411353209571631,6.897052840927512e-08,0.6282291025994322,0.0004205022904960368,6096.84020398904,0,ok
274,1,0.003400923544448014,0.0004460735863438012,0.004015892779883147,0.0005915008705116144,0.003932005244292686,0.0008707045047074967,9.195059096430195e-08,0.6219225881969574,0.0005550491895489669,6036.385233939975,0,ok
275,1,0.003400923544448013,0.0004460735863438007,0.003932005244292685,0.0008707045047074963,0.003338007892755166,0.0006554763119907125,6.896294322322657e-08,0.6290657460444387,0.0004210681994127928,6105.716776759868,0,ok
276,1,0.003336281689627534,0.0006602318550689515,0.00393015515270853,0.000875801349966492,0.003814314652276772,0.001143365927614454,9.193559024617584e-08,0.6230998287792215,0.0005561114102761718,6048.924130329428,0,ok
277,1,0.003336281689627534,0.0006602318550689516,0.003814314652276771,0.001143365927614454,0.003249401314303715,0.0008609052883049233,6.895169268463194e-08,0.630269906197263,0.000421882983514084,6118.529757400921,0,ok
278,1,0.003247145220966925,0.0008654100841045531,0.003811899087186828,0.001148189144497135,0.00366568102853439,0.001400483834765582,9.19159034970112e-08,0.6246672889482973,0.0005575255663570962,6065.605027482813,0,ok
279,1,0.003247145220966926,0.0008654100841045533,0.00366568102853439,0.001400483834765582,0.003137481676977597,0.001054631101805888,6.893692762275821e-08,0.6318273051005686,0.000422936996640016,6135.129766073175,0,ok
280,1,0.003134733284922043,0.001058822004616849,0.003662742164530348,0.001404965179918172,0.003488134450985545,0.001638567920096282,9.189179475668778e-08,0.6266065541248294,0.0005592750689064843,6086.235124554261,0,ok
281,1,0.003134733284922044,0.001058822004616849,0.003488134450985546,0.001638567920096283,0.003003777499763442,0.001234024059750432,6.891884606751589e-08,0.6337193442982918,0.0004242176701033909,6155.321719806639,0,ok
282,1,0.003000582087955964,0.001237843942219224,0.003484722922310158,0.001642646154566217,0.003284098503575318,0.00185439025723613,9.18635875454426e-08,0.6288946322430202,0.0005613392043478383,6110.573507377534,0,ok
283,1,0.003000582087955964,0.001237843942219224,0.003284098503575318,0.001854390257236131,0.002850113773904834,0.001396652019221659,6.889769065908182e-08,0.6359232292075538,0.0004257095957034676,6178.865962430517,0,ok
284,1,0.002846523261493835,0.00140005073526953,0.003280272135376696,0.001858012230234157,0.003056356289356821,0.002045029397402989,9.183166062288747e-08,0.6315040978511197,0.000563693262604732,6138.332452895239,0,ok
285,1,0.002846523261493835,0.00140005073526953,0.00305635628935682,0.002045029397402989,0.002678586376978928,0.001540313610646154,6.887374546716582e-08,0.6384121323849297,0.0004273946349062481,6205.47978053553,0,ok
286,1,0.002674658153852391,0.001543248758878184,0.003052178688259404,0.002048150879579593,0.002808011511182536,0.002207910031762503,9.179644301014558e-08,0.6344032801694841,0.0005663087047641768,6169.179177254035,0,ok
287,1,0.002674658153852392,0.001543248758878184,0.002808011511182537,0.002207910031762503,0.002491532771044741,0.001663068123015366,6.884733225760902e-08,0.6411554006397918,0.0004292520576090122,6234.83936898036,0,ok
288,1,0.002487328447002406,0.001665505595560893,0.002803550567727296,0.002210496280369844,0.002542445214979075,0.00234083767322851,9.175840833476957e-08,0.6375565016122432,0.0005691533761794796,6202.738108784447,0,ok
289,1,0.002487328447002405,0.001665505595560893,0.002542445214979074,0.00234083767322851,0.002291499432441239,0.001763261640204893,6.88188062510771e-08,0.6441188110153734,0.0004312587139607082,6266.582311633145,0,ok
290,1,0.00228708354730356,0.001765175950676325,0.002537771572296634,0.002342863723011913,0.002263268849472271,0.002442027896037168,9.171806856711588e-08,0.6409243731421387,0.0005721917708647742,6238.593766789425,0,ok
291,1,0.002287083547303561,0.001765175950676325,0.002263268849472272,0.002442027896037168,0.002081206505185289,0.001839549080445266,6.878855142533713e-08,0.6472648803045541,0.0004333892424753022,6300.31064029167,0,ok
292,1,0.002076645241803515,0.001840923473499902,0.002258454391819892,0.002443478581210427,0.001974274342607488,0.002510129760687035,9.167596722529665e-08,0.6444641521649136,0.0005753853524385548,6276.294320675414,0,ok
293,1,0.002076645241803515,0.001840923473499901,0.001974274342607487,0.002510129760687034,0.001863510204894211,0.001890911858107357,6.875697541897254e-08,0.6505532319635031,0.0004356163171325344,6335.594526636669,0,ok
294,1,0.00185887014479075,0.001891738211519483,0.0019693907541848,0.002510999484325635,0.001679381928310924,0.002544243144959112,9.163267213368757e-08,0.6481301674552905,0.0005786929357765143,6315.355891097771,0,ok
295,1,0.00185887014479075,0.001891738211519483,0.001679381928310924,0.002544243144959111,0.001641363525385342,0.001916670956994591,6.872450410026565e-08,0.6539410230242544,0.0004379109353037957,6371.976648458683,0,ok
296,1,0.00163671048277853,0.001916949494786484,0.001674499367256923,0.002544535422053839,0.001382586477560562,0.002543929796678003,9.158876782700969e-08,0.6518743138432933,0.0005820711319359942,6355.267635387278,0,ok
297,1,0.001636710482778531,0.001916949494786485,0.001382586477560562,0.002543929796678004,0.00141777581550626,0.001916495275754607,6.869157587025717e-08,0.6573834319033686,0.0004402427471808015,6408.977252353628,0,ok
298,1,0.001413173779984212,0.001916234117429614,0.001377772402530302,0.00254365660544224,0.001087903095225832,0.002509218018683265,9.154484769815022e-08,0.6556466171107553,0.0005854748568454335,6395.497633858248,0,ok
299,1,0.001413173779984213,0.001916234117429614,0.001087903095225833,0.002509218018683265,0.00119577179950586,0.001890405177360383,6.865863577361277e-08,0.6608342059015291,0.0004425804259507901,6446.099911016362,0,ok
300,1,0.001191282010912505,0.001889619753323253,0.001083221272857463,0.002508399001094969,0.0007993127393579469,0.002440600989319937,9.150150599293813e-08,0.659395866821029,0.0005888579017732082,6435.499562364087,0,ok
301,1,0.001191282010912505,0.001889619753323254,0.0007993127393579472,0.002440600989319937,0.0009783506107878676,0.001838771244491979,6.86261294947037e-08,0.6642462647604201,0.000444892076303015,6482.837944945591,0,ok
302,1,0.0009740307823354275,0.00183748361110176,0.0007948224507598005,0.002439262546001099,0.0005207086034100106,0.002339028810992005,9.145932975894496e-08,0.6630703117335891,0.0005921735607952553,6474.720100792551,0,ok
303,1,0.0009740307823354268,0.001837483611101758,0.0005207086034100097,0.002339028810992004,0.0007684453968230844,0.001762308309844938,6.85944973192087e-08,0.6675723539891908,0.0004471456770361507,6518.681446929058,0,ok
304,1,0.0007643490944571196,0.001760546399083971,0.0005164640570720102,0.002337203137201299,0.0002558439753060224,0.002205894463551486,9.141889085785941e-08,0.6666184091773297,0.0005953753074950062,6512.606988644306,0,ok
305,1,0.0007643490944571203,0.001760546399083973,0.0002558439753060231,0.002205894463551487,0.0005688840331326294,0.001662064893846613,6.856416814339466e-08,0.6707657389199015,0.0004493095516512178,6553.124814575664,0,ok
306,1,0.0005650602111783061,0.001659861732262757,0.0002518939231469554,0.00220361857223776,8.282251595826204e-06,0.002043013917386825,9.138073815194702e-08,0.6699896164399973,0.0005984175101055116,6548.617599372733,0,ok
307,1,0.0005650602111783059,0.001659861732262758,8.282251595826048e-06,0.002043013917386826,0.0003823514575149591,0.001539408241124556,6.853555361396024e-08,0.6737809277473523,0.0004513528589609814,6585.674663158245,0,ok
308,1,0.0003788441430555779,0.001536801170570943,4.669794773584818e-06,0.002040328692005259,-0.0002186502585325314,0.001852600732182042,9.134538997448428e-08,0.6731352090671185,0.000601256171416307,6582.227867046791,0,ok
309,1,0.0003788441430555779,0.001536801170570942,-0.0002186502585325313,0.001852600732182042,0.0002113541030759906,0.00139600520070353,6.850904248086319e-08,0.6765744093150278,0.0004532460940352189,6615.857960090821,0,ok
310,1,0.0002082022147613421,0.001393035129617316,-0.0002218876963548809,0.001849550046526434,-0.0004219081544844756,0.001637235530886464,9.131332699171717e-08,0.67600910815461,0.0006038496772013138,6612.94136458403,0,ok
311,1,0.000208202214761342,0.001393035129617319,-0.0004219081544844759,0.001637235530886467,5.818687116414612e-05,0.001233799242887341,6.848499524378801e-08,0.6791053892910022,0.0004549615883451112,6643.230195542415,0,ok
312,1,5.542415257433709e-05,0.001230509951663494,-0.0004247387160300487,0.001633865465877039,-0.0005987668607652259,0.001399830794185504,9.128498555979003e-08,0.6785686964661199,0.0006061595348626688,6640.298304759496,0,ok
313,1,5.542415257433644e-05,0.001230509951663497,-0.0005987668607652266,0.001399830794185507,-7.50969559770467e-05,0.001054983947894846,6.846373916984252e-08,0.6813365067936124,0.0004564739968780658,6667.383382985563,0,ok
314,1,-7.744191238737251e-05,0.001051421465647463,-0.0006011640410963989,0.001396188972812635,-0.0007468581675082726,0.001143591468668687,9.126075167424226e-08,0.680775601693554,0.0006081510825977923,6663.884215731689,0,ok
315,1,-7.744191238737265e-05,0.001051421465647463,-0.0007468581675082728,0.001143591468668688,-0.0001867125071962777,0.0008619733375395027,6.844556375568163e-08,0.6832345126150285,0.0004577607593618379,6687.953670683872,0,ok
316,1,-0.0001886161719725896,0.0008581854005863456,-0.0007488005349490673,0.001139726520649925,-0.0008642009851405996,0.000871971922138218,9.124095560203432e-08,0.6825964245594963,0.0006097941488222952,6683.338033876304,0,ok
317,1,-0.0001886161719725905,0.0008581854005863469,-0.0008642009851406005,0.0008719719221382194,-0.0002751665096162398,0.0006573694517025665,6.843071670152571e-08,0.6847708900585527,0.0004588025226373839,6704.628341663336,0,ok
318,1,-0.0002766102910362724,0.000653405046881355,-0.0008656718756492081,0.0008679330798710386,-0.0009492269663472985,0.0005886298124409753,9.122586727682979e-08,0.6840033898388558,0.0006110636419169829,6698.359359661416,0,ok
319,1,-0.0002766102910362722,0.0006534050468813545,-0.0009492269663472981,0.0005886298124409749,-0.0003392766090598401,0.0004439275963088071,6.841940045762232e-08,0.6859224001174218,0.0004595835116989719,6717.15198649876,0,ok
320,1,-0.0003402467166116987,0.0004398365851730994,-0.0009502141879602874,0.0005844666301171049,-0.001000800712448744,0.0002973774623008364,9.121569252739324e-08,0.6849748998009147,0.0006119400516554399,6708.714637798385,0,ok
321,1,-0.0003402467166116993,0.0004398365851731001,-0.001000800712448745,0.0002973774623008371,-0.0003781866099780417,0.0002245197093108986,6.841176939554496e-08,0.6866715342938858,0.0004600918379873309,6725.331650569654,0,ok
322,1,-0.0003786739296331261,0.0002203525227854688,-0.001001296292265336,0.0002931396411655174,-0.001018234345578615,2.131352391622271e-06,9.12105701968001e-08,0.6854959720222966,0.0006124098458929871,6714.242050802047,0,ok
323,1,-0.0003786739296331258,0.0002203525227854686,-0.001018234345578615,2.131352391622063e-06,-0.0003913774696180855,2.096306205047354e-06,6.840792764760006e-08,0.687006860747671,0.0004603197351510709,6729.040784898271,0,ok
324,1,-0.0003913774696180856,-2.096306205047054e-06,-0.001018234345578615,-2.131352391621612e-06,-0.001001296292265336,-0.0002931396411655178,9.121057019680044e-08,0.6855585469073266,0.000612465749176542,6714.854954366096,0,ok
325,1,-0.0003913774696180857,-2.096306205046924e-06,-0.001001296292265336,-0.0002931396411655176,-0.0003786739296331261,-0.0002203525227854691,6.840792764760032e-08,0.6869232525782927,0.0004602637146182607,6728.221866174399,0,ok
326,1,-0.0003781866099780389,-0.0002245197093108971,-0.001000800712448742,-0.0002973774623008357,-0.0009502141879602858,-0.000584466630117103,9.121569252739287e-08,0.6851616544200437,0.0006121068937270375,6710.543731751162,0,ok
327,1,-0.0003781866099780411,-0.0002245197093108988,-0.0009502141879602881,-0.0005844666301171047,-0.0003402467166116991,-0.0004398365851730994,6.841176939554467e-08,0.6864219907416793,0.0004599246358450258,6722.887595346693,0,ok
328,1,-0.0003392766090598404,-0.000443927596308807,-0.0009492269663472988,-0.0005886298124409746,-0.0008656718756492083,-0.000867933079871037,9.12258672768295e-08,0.684311434270206,0.0006113388375591217,6701.376000120483,0,ok
329,1,-0.0003392766090598405,-0.0004439275963088068,-0.0008656718756492085,-0.0008679330798710367,-0.0002766102910362728,-0.0006534050468813535,6.841940045762209e-08,0.6855107381926163,0.0004593076889047265,6713.120632929465,0,ok
330,1,-0.0002751665096162392,-0.0006573694517025638,-0.0008642009851405998,-0.0008719719221382162,-0.0007488005349490677,-0.001139726520649925,9.124095560203461e-08,0.6830210088502375,0.0006101734491040749,6687.49516133376,0,ok
331,1,-0.0002751665096162403,-0.0006573694517025654,-0.0007488005349490689,-0.001139726520649926,-0.0001886161719725909,-0.0008581854005863467,6.8430716701526e-08,0.6842033861165694,0.0004584222900019618,6699.071880270677,0,ok
332,1,-0.0001867125071962779,-0.0008619733375395018,-0.0007468581675082731,-0.001143591468668687,-0.0006011640410963999,-0.001396188972812635,9.126075167424221e-08,0.6813102133136283,0.0006086286623387647,6669.11734971548,0,ok
333,1,-0.0001867125071962778,-0.0008619733375395021,-0.0006011640410963998,-0.001396188972812635,-7.744191238737296e-05,-0.001051421465647463,6.844556375568161e-08,0.6825197773402805,0.000457281893385265,6680.957366609554,0,ok
334,1,-7.509695597704681e-05,-0.001054983947894844,-0.0005987668607652271,-0.001399830794185504,-0.0004247387160300484,-0.001633865465877041,9.128498555979051e-08,0.6792051920373434,0.0006067281108394365,6646.526886308563,0,ok
335,1,-7.509695597704714e-05,-0.001054983947894845,-0.0004247387160300487,-0.001633865465877043,5.542415257433686e-05,-0.001230509951663498,6.846373916984285e-08,0.6804853159662956,0.0004559037258369936,6659.053849016352,0,ok
336,1,5.818687116414678e-05,-0.001233799242887339,-0.0004219081544844749,-0.001637235530886464,-0.0002218876963548813,-0.001849550046526434,9.131332699171686e-08,0.676737875058947,0.0006045006531343727,6620.070399901294,0,ok
337,1,5.818687116414668e-05,-0.00123379924288734,-0.0002218876963548814,-0.001849550046526436,0.0002082022147613419,-0.001393035129617317,6.848499524378763e-08,0.6781304757580943,0.0004543084522981487,6633.69327370085,0,ok
