tri_id,status_code,status_label,has_meniscus_geom,has_bottom_geom,Pin_W,Ponplane_W,att
320,0,ok,1,1,0.000893376,0.00061194,0.684975
321,0,ok,1,1,0.000670032,0.000460092,0.686672
322,0,ok,1,1,0.000893382,0.00061241,0.685496
323,0,ok,1,1,0.000670037,0.00046032,0.687007
324,0,ok,1,1,0.000893382,0.000612466,0.685559
325,0,ok,1,1,0.000670037,0.000460264,0.686923
326,0,ok,1,1,0.000893376,0.000612107,0.685162
327,0,ok,1,1,0.000670032,0.000459925,0.686422
328,0,ok,1,1,0.000893363,0.000611339,0.684311
329,0,ok,1,1,0.000670023,0.000459308,0.685511
330,0,ok,1,1,0.000893345,0.000610173,0.683021
331,0,ok,1,1,0.000670009,0.000458422,0.684203
332,0,ok,1,1,0.000893321,0.000608629,0.68131
333,0,ok,1,1,0.000669991,0.000457282,0.68252
334,0,ok,1,1,0.000893291,0.000606728,0.679205
335,0,ok,1,1,0.000669968,0.000455904,0.680485
336,0,ok,1,1,0.000893257,0.000604501,0.676738
337,0,ok,1,1,0.000669943,0.000454308,0.67813
338,0,ok,1,1,0.000893218,0.00060198,0.673945
339,0,ok,1,1,0.000669913,0.00045252,0.67549
340,0,ok,1,1,0.000893174,0.000599203,0.670869
341,0,ok,1,1,0.000669881,0.000450564,0.672603
342,0,ok,1,1,0.000893128,0.000596211,0.667555
343,0,ok,1,1,0.000669846,0.00044847,0.669512
344,0,ok,1,1,0.000893078,0.000593048,0.66405
345,0,ok,1,1,0.000669809,0.000446267,0.66626
346,0,ok,1,1,0.000893026,0.000589758,0.660404
347,0,ok,1,1,0.00066977,0.000443987,0.662894
348,0,ok,1,1,0.000892973,0.000586389,0.65667
349,0,ok,1,1,0.00066973,0.000441661,0.659461
350,0,ok,1,1,0.000892919,0.000582986,0.652899
351,0,ok,1,1,0.000669689,0.000439322,0.656008
352,0,ok,1,1,0.000892865,0.000579596,0.649142
353,0,ok,1,1,0.000669649,0.000437001,0.652582
354,0,ok,1,1,0.000892812,0.000576266,0.64545
355,0,ok,1,1,0.000669609,0.000434729,0.649229
356,0,ok,1,1,0.00089276,0.000573037,0.641871
357,0,ok,1,1,0.00066957,0.000432537,0.645992
358,0,ok,1,1,0.00089271,0.000569953,0.638452
359,0,ok,1,1,0.000669533,0.000430452,0.642914
360,0,ok,1,1,0.000892664,0.000567053,0.635237
361,0,ok,1,1,0.000669498,0.000428501,0.640034
362,0,ok,1,1,0.00089262,0.000564372,0.632265
363,0,ok,1,1,0.000669465,0.000426709,0.637388
364,0,ok,1,1,0.000892581,0.000561945,0.629573
365,0,ok,1,1,0.000669436,0.000425098,0.63501
366,0,ok,1,1,0.000892546,0.0005598,0.627195
367,0,ok,1,1,0.000669409,0.000423687,0.632927
368,0,ok,1,1,0.000892516,0.000557964,0.625158
369,0,ok,1,1,0.000669387,0.000422494,0.631166
370,0,ok,1,1,0.000892492,0.000556458,0.623488
371,0,ok,1,1,0.000669369,0.000421533,0.629747
372,0,ok,1,1,0.000892473,0.000555299,0.622203
373,0,ok,1,1,0.000669355,0.000420815,0.628688
374,0,ok,1,1,0.000892461,0.000554503,0.621319
375,0,ok,1,1,0.000669345,0.000420349,0.628001
376,0,ok,1,1,0.000892454,0.000554076,0.620846
377,0,ok,1,1,0.000669341,0.000420141,0.627693
378,0,ok,1,1,0.00111512,0.000666972,0.598116
379,0,ok,1,1,0.000892097,0.000540614,0.606003
380,0,ok,1,1,0.00111513,0.000667468,0.598555
381,0,ok,1,1,0.000892105,0.00054113,0.606576
382,0,ok,1,1,0.00111515,0.000668535,0.599501
383,0,ok,1,1,0.000892122,0.000542074,0.607624
384,0,ok,1,1,0.00111518,0.000670162,0.600944
385,0,ok,1,1,0.000892146,0.000543436,0.609134
386,0,ok,1,1,0.00111522,0.00067233,0.602867
387,0,ok,1,1,0.000892177,0.000545199,0.611089
388,0,ok,1,1,0.00111527,0.000675016,0.605249
389,0,ok,1,1,0.000892215,0.000547345,0.613467
390,0,ok,1,1,0.00111533,0.000678188,0.608063
391,0,ok,1,1,0.00089226,0.000549847,0.616241
392,0,ok,1,1,0.00111539,0.00068181,0.611276
393,0,ok,1,1,0.000892311,0.000552678,0.619378
394,0,ok,1,1,0.00111546,0.00068584,0.61485
395,0,ok,1,1,0.000892367,0.000555802,0.62284
396,0,ok,1,1,0.00111553,0.00069023,0.618743
397,0,ok,1,1,0.000892428,0.000559182,0.626585
398,0,ok,1,1,0.00111561,0.000694925,0.622907
399,0,ok,1,1,0.000892492,0.000562776,0.630567
400,0,ok,1,1,0.0011157,0.000699867,0.627291
401,0,ok,1,1,0.000892559,0.000566539,0.634735
402,0,ok,1,1,0.00111578,0.000704995,0.631838
403,0,ok,1,1,0.000892627,0.000570422,0.639037
404,0,ok,1,1,0.00111587,0.00071024,0.636489
405,0,ok,1,1,0.000892697,0.000574375,0.643415
406,0,ok,1,1,0.00111596,0.000715534,0.641183
407,0,ok,1,1,0.000892766,0.000578344,0.647812
408,0,ok,1,1,0.00111604,0.000720804,0.645856
409,0,ok,1,1,0.000892835,0.000582276,0.652165
410,0,ok,1,1,0.00111613,0.000725977,0.650444
411,0,ok,1,1,0.000892901,0.000586115,0.656416
412,0,ok,1,1,0.00111621,0.000730981,0.65488
413,0,ok,1,1,0.000892965,0.000589807,0.660504
414,0,ok,1,1,0.00111628,0.000735743,0.659101
415,0,ok,1,1,0.000893025,0.000593299,0.66437
416,0,ok,1,1,0.00111635,0.000740192,0.663046
417,0,ok,1,1,0.000893081,0.000596539,0.667956
418,0,ok,1,1,0.00111641,0.000744262,0.666654
419,0,ok,1,1,0.000893131,0.000599479,0.67121
420,0,ok,1,1,0.00111647,0.000747892,0.669872
421,0,ok,1,1,0.000893176,0.000602074,0.674082
422,0,ok,1,1,0.00111652,0.000751026,0.67265
423,0,ok,1,1,0.000893214,0.000604284,0.676528
424,0,ok,1,1,0.00111656,0.000753614,0.674945
425,0,ok,1,1,0.000893245,0.000606076,0.67851
426,0,ok,1,1,0.00111659,0.000755616,0.67672
427,0,ok,1,1,0.000893269,0.000607421,0.679998
428,0,ok,1,1,0.00111661,0.000757,0.677947
429,0,ok,1,1,0.000893285,0.000608298,0.680968
430,0,ok,1,1,0.00111662,0.000757744,0.678608
431,0,ok,1,1,0.000893293,0.000608694,0.681404
432,0,ok,1,1,0.00111662,0.000757837,0.67869
433,0,ok,1,1,0.000893293,0.000608601,0.681301
434,0,ok,1,1,0.00111661,0.000757275,0.678194
435,0,ok,1,1,0.000893285,0.000608022,0.680658
436,0,ok,1,1,0.00111659,0.00075607,0.677126
437,0,ok,1,1,0.000893269,0.000606965,0.679488
438,0,ok,1,1,0.00111656,0.000754239,0.675505
439,0,ok,1,1,0.000893245,0.000605448,0.677807
440,0,ok,1,1,0.00111652,0.000751812,0.673355
441,0,ok,1,1,0.000893214,0.000603494,0.675643
442,0,ok,1,1,0.00111647,0.000748828,0.67071
443,0,ok,1,1,0.000893176,0.000601133,0.673029
444,0,ok,1,1,0.00111641,0.000745333,0.667613
445,0,ok,1,1,0.000893131,0.000598403,0.670005
446,0,ok,1,1,0.00111635,0.00074138,0.66411
447,0,ok,1,1,0.000893081,0.000595344,0.666618
448,0,ok,1,1,0.00111628,0.000737031,0.660255
449,0,ok,1,1,0.000893025,0.000592003,0.662918
450,0,ok,1,1,0.00111621,0.00073235,0.656106
451,0,ok,1,1,0.000892965,0.000588429,0.658961
452,0,ok,1,1,0.00111613,0.000727407,0.651725
453,0,ok,1,1,0.000892901,0.000584675,0.654804
454,0,ok,1,1,0.00111604,0.000722274,0.647174
455,0,ok,1,1,0.000892835,0.000580795,0.650506
456,0,ok,1,1,0.00111596,0.000717024,0.642519
457,0,ok,1,1,0.000892766,0.000576842,0.646129
458,0,ok,1,1,0.00111587,0.000711729,0.637824
459,0,ok,1,1,0.000892697,0.000572873,0.641733
460,0,ok,1,1,0.00111578,0.000706463,0.633154
461,0,ok,1,1,0.000892627,0.00056894,0.637377
462,0,ok,1,1,0.0011157,0.000701296,0.628571
463,0,ok,1,1,0.000892559,0.000565097,0.63312
464,0,ok,1,1,0.00111561,0.000696294,0.624135
465,0,ok,1,1,0.000892492,0.000561392,0.629017
466,0,ok,1,1,0.00111553,0.000691523,0.619903
467,0,ok,1,1,0.000892428,0.000557874,0.62512
468,0,ok,1,1,0.00111546,0.000687042,0.615928
469,0,ok,1,1,0.000892367,0.000554587,0.621478
470,0,ok,1,1,0.00111539,0.000682906,0.612258
471,0,ok,1,1,0.000892311,0.00055157,0.618136
472,0,ok,1,1,0.00111533,0.000679164,0.608938
473,0,ok,1,1,0.00089226,0.00054886,0.615134
474,0,ok,1,1,0.00111527,0.000675861,0.606007
475,0,ok,1,1,0.000892215,0.000546489,0.612508
476,0,ok,1,1,0.00111522,0.000673035,0.603499
477,0,ok,1,1,0.000892177,0.000544486,0.610289
478,0,ok,1,1,0.00111518,0.000670718,0.601443
479,0,ok,1,1,0.000892146,0.000542872,0.608502
480,0,ok,1,1,0.00111515,0.000668937,0.599862
481,0,ok,1,1,0.000892122,0.000541667,0.607167
482,0,ok,1,1,0.00111513,0.000667711,0.598773
483,0,ok,1,1,0.000892105,0.000540884,0.6063
484,0,ok,1,1,0.00111512,0.000667054,0.598189
485,0,ok,1,1,0.000892097,0.000540531,0.605911
486,0,ok,1,1,0.00133752,0.000766388,0.57299
487,0,ok,1,1,0.0011146,0.000648321,0.581661
488,0,ok,1,1,0.00133754,0.000767077,0.573498
489,0,ok,1,1,0.00111462,0.000649081,0.582336
490,0,ok,1,1,0.00133757,0.000768564,0.574598
491,0,ok,1,1,0.00111464,0.000650473,0.583572
492,0,ok,1,1,0.00133761,0.000770835,0.576277
493,0,ok,1,1,0.00111468,0.000652483,0.585356
494,0,ok,1,1,0.00133767,0.000773865,0.578516
495,0,ok,1,1,0.00111473,0.00065509,0.587669
496,0,ok,1,1,0.00133774,0.000777621,0.581294
497,0,ok,1,1,0.00111478,0.000658264,0.590485
498,0,ok,1,1,0.00133782,0.000782062,0.584577
499,0,ok,1,1,0.00111485,0.00066197,0.593773
500,0,ok,1,1,0.00133792,0.000787139,0.588332
501,0,ok,1,1,0.00111493,0.000666167,0.597496
502,0,ok,1,1,0.00133802,0.000792795,0.592513
503,0,ok,1,1,0.00111502,0.000670806,0.60161
504,0,ok,1,1,0.00133813,0.000798964,0.597074
505,0,ok,1,1,0.00111511,0.000675831,0.606067
506,0,ok,1,1,0.00133825,0.000805572,0.60196
507,0,ok,1,1,0.00111521,0.000681184,0.610813
508,0,ok,1,1,0.00133837,0.00081254,0.60711
509,0,ok,1,1,0.00111531,0.000686796,0.615789
510,0,ok,1,1,0.0013385,0.000819779,0.612461
511,0,ok,1,1,0.00111542,0.000692597,0.620932
512,0,ok,1,1,0.00133863,0.000827196,0.617944
513,0,ok,1,1,0.00111552,0.000698512,0.626175
514,0,ok,1,1,0.00133875,0.000834694,0.623486
515,0,ok,1,1,0.00111563,0.000704461,0.631448
516,0,ok,1,1,0.00133888,0.000842171,0.629011
517,0,ok,1,1,0.00111573,0.000710363,0.636678
518,0,ok,1,1,0.001339,0.000849522,0.634444
519,0,ok,1,1,0.00111584,0.000716136,0.641793
520,0,ok,1,1,0.00133912,0.000856643,0.639706
521,0,ok,1,1,0.00111593,0.000721695,0.646719
522,0,ok,1,1,0.00133923,0.000863429,0.64472
523,0,ok,1,1,0.00111603,0.000726961,0.651384
524,0,ok,1,1,0.00133933,0.00086978,0.649413
525,0,ok,1,1,0.00111611,0.000731854,0.655718
526,0,ok,1,1,0.00133943,0.000875597,0.653711
527,0,ok,1,1,0.00111619,0.000736299,0.659655
528,0,ok,1,1,0.00133951,0.000880791,0.657548
529,0,ok,1,1,0.00111626,0.000740227,0.663134
530,0,ok,1,1,0.00133958,0.000885279,0.660864
531,0,ok,1,1,0.00111631,0.000743577,0.6661
532,0,ok,1,1,0.00133963,0.00088899,0.663606
533,0,ok,1,1,0.00111636,0.000746296,0.668507
534,0,ok,1,1,0.00133968,0.000891863,0.66573
535,0,ok,1,1,0.0011164,0.000748338,0.670315
536,0,ok,1,1,0.00133971,0.000893852,0.6672
537,0,ok,1,1,0.00111642,0.000749672,0.671495
538,0,ok,1,1,0.00133972,0.000894924,0.667992
539,0,ok,1,1,0.00111643,0.000750276,0.672028
540,0,ok,1,1,0.00133972,0.00089506,0.668094
541,0,ok,1,1,0.00111643,0.000750139,0.671905
542,0,ok,1,1,0.00133971,0.000894259,0.667503
543,0,ok,1,1,0.00111642,0.000749264,0.671129
544,0,ok,1,1,0.00133968,0.000892533,0.66623
545,0,ok,1,1,0.0011164,0.000747665,0.669711
546,0,ok,1,1,0.00133963,0.000889912,0.664295
547,0,ok,1,1,0.00111636,0.000745368,0.667676
548,0,ok,1,1,0.00133958,0.000886438,0.66173
549,0,ok,1,1,0.00111631,0.00074241,0.665055
550,0,ok,1,1,0.00133951,0.000882168,0.658577
551,0,ok,1,1,0.00111626,0.00073884,0.661891
552,0,ok,1,1,0.00133943,0.000877171,0.654886
553,0,ok,1,1,0.00111619,0.000734713,0.658234
554,0,ok,1,1,0.00133933,0.000871526,0.650716
555,0,ok,1,1,0.00111611,0.000730094,0.654142
556,0,ok,1,1,0.00133923,0.00086532,0.646132
557,0,ok,1,1,0.00111603,0.000725055,0.649676
558,0,ok,1,1,0.00133912,0.00085865,0.641204
559,0,ok,1,1,0.00111593,0.000719672,0.644906
560,0,ok,1,1,0.001339,0.000851615,0.636007
561,0,ok,1,1,0.00111584,0.000714024,0.639901
562,0,ok,1,1,0.00133888,0.00084432,0.630616
563,0,ok,1,1,0.00111573,0.000708194,0.634734
564,0,ok,1,1,0.00133875,0.000836868,0.62511
565,0,ok,1,1,0.00111563,0.000702266,0.629479
566,0,ok,1,1,0.00133863,0.000829366,0.619564
567,0,ok,1,1,0.00111552,0.00069632,0.62421
568,0,ok,1,1,0.0013385,0.000821914,0.614057
569,0,ok,1,1,0.00111542,0.000690438,0.618996
570,0,ok,1,1,0.00133837,0.000814614,0.60866
571,0,ok,1,1,0.00111531,0.000684698,0.613908
572,0,ok,1,1,0.00133825,0.000807558,0.603443
573,0,ok,1,1,0.00111521,0.000679174,0.609011
574,0,ok,1,1,0.00133813,0.000800837,0.598474
575,0,ok,1,1,0.00111511,0.000673935,0.604366
576,0,ok,1,1,0.00133802,0.000794533,0.593812
577,0,ok,1,1,0.00111502,0.000669046,0.600031
578,0,ok,1,1,0.00133792,0.000788721,0.589514
579,0,ok,1,1,0.00111493,0.000664564,0.596058
580,0,ok,1,1,0.00133782,0.00078347,0.58563
581,0,ok,1,1,0.00111485,0.000660543,0.592493
582,0,ok,1,1,0.00133774,0.000778839,0.582204
583,0,ok,1,1,0.00111478,0.000657029,0.589377
584,0,ok,1,1,0.00133767,0.00077488,0.579275
585,0,ok,1,1,0.00111473,0.00065406,0.586746
586,0,ok,1,1,0.00133761,0.000771636,0.576875
587,0,ok,1,1,0.00111468,0.000651671,0.584627
588,0,ok,1,1,0.00133757,0.000769142,0.57503
589,0,ok,1,1,0.00111464,0.000649887,0.583046
590,0,ok,1,1,0.00133754,0.000767426,0.57376
591,0,ok,1,1,0.00111462,0.000648726,0.582018
592,0,ok,1,1,0.00133752,0.000766505,0.573077
593,0,ok,1,1,0.0011146,0.000648203,0.581554
594,0,ok,1,1,0.00155962,0.000851216,0.545785
595,0,ok,1,1,0.00133682,0.000742081,0.55511
596,0,ok,1,1,0.00155964,0.000852115,0.546354
597,0,ok,1,1,0.00133683,0.000743111,0.555874
598,0,ok,1,1,0.00155968,0.000854058,0.547585
599,0,ok,1,1,0.00133687,0.000745003,0.557275
600,0,ok,1,1,0.00155974,0.000857028,0.549468
601,0,ok,1,1,0.00133692,0.000747738,0.559298
602,0,ok,1,1,0.00155982,0.000860994,0.551982
603,0,ok,1,1,0.00133699,0.000751287,0.561924
604,0,ok,1,1,0.00155992,0.000865915,0.555102
605,0,ok,1,1,0.00133707,0.000755613,0.565124
606,0,ok,1,1,0.00156003,0.00087174,0.558795
607,0,ok,1,1,0.00133717,0.00076067,0.568864
608,0,ok,1,1,0.00156016,0.000878406,0.563022
609,0,ok,1,1,0.00133728,0.000766402,0.573104
610,0,ok,1,1,0.00156031,0.000885842,0.567736
611,0,ok,1,1,0.00133741,0.000772747,0.577796
612,0,ok,1,1,0.00156046,0.000893963,0.572884
613,0,ok,1,1,0.00133754,0.000779631,0.582885
614,0,ok,1,1,0.00156062,0.000902675,0.578407
615,0,ok,1,1,0.00133768,0.000786973,0.588313
616,0,ok,1,1,0.00156079,0.000911874,0.584237
617,0,ok,1,1,0.00133782,0.000794683,0.594012
618,0,ok,1,1,0.00156097,0.000921446,0.590305
619,0,ok,1,1,0.00133797,0.000802666,0.599912
620,0,ok,1,1,0.00156114,0.000931271,0.596531
621,0,ok,1,1,0.00133812,0.000810817,0.605936
622,0,ok,1,1,0.00156132,0.000941218,0.602834
623,0,ok,1,1,0.00133828,0.00081903,0.612004
624,0,ok,1,1,0.0015615,0.000951152,0.609129
625,0,ok,1,1,0.00133842,0.00082719,0.618033
626,0,ok,1,1,0.00156166,0.000960936,0.615328
627,0,ok,1,1,0.00133857,0.000835184,0.623938
628,0,ok,1,1,0.00156183,0.000970427,0.621341
629,0,ok,1,1,0.00133871,0.000842895,0.629633
630,0,ok,1,1,0.00156198,0.000979485,0.62708
631,0,ok,1,1,0.00133884,0.000850208,0.635034
632,0,ok,1,1,0.00156212,0.000987973,0.632457
633,0,ok,1,1,0.00133896,0.000857013,0.640058
634,0,ok,1,1,0.00156225,0.000995759,0.637388
635,0,ok,1,1,0.00133907,0.000863202,0.644628
636,0,ok,1,1,0.00156236,0.00100272,0.641797
637,0,ok,1,1,0.00133917,0.000868679,0.648671
638,0,ok,1,1,0.00156246,0.00100874,0.64561
639,0,ok,1,1,0.00133925,0.000873355,0.652122
640,0,ok,1,1,0.00156254,0.00101372,0.648766
641,0,ok,1,1,0.00133932,0.000877152,0.654924
642,0,ok,1,1,0.0015626,0.00101758,0.651212
643,0,ok,1,1,0.00133937,0.000880008,0.657032
644,0,ok,1,1,0.00156264,0.00102026,0.652907
645,0,ok,1,1,0.0013394,0.000881875,0.658409
646,0,ok,1,1,0.00156266,0.0010217,0.653822
647,0,ok,1,1,0.00133942,0.000882722,0.659032
648,0,ok,1,1,0.00156266,0.00102189,0.653942
649,0,ok,1,1,0.00133942,0.000882534,0.658892
650,0,ok,1,1,0.00156264,0.00102081,0.653264
651,0,ok,1,1,0.0013394,0.000881314,0.65799
652,0,ok,1,1,0.0015626,0.0010185,0.651799
653,0,ok,1,1,0.00133937,0.000879083,0.656341
654,0,ok,1,1,0.00156254,0.00101498,0.649574
655,0,ok,1,1,0.00133932,0.000875879,0.653974
656,0,ok,1,1,0.00156246,0.00101032,0.646625
657,0,ok,1,1,0.00133925,0.000871755,0.650928
658,0,ok,1,1,0.00156236,0.0010046,0.643002
659,0,ok,1,1,0.00133917,0.00086678,0.647253
660,0,ok,1,1,0.00156225,0.000997908,0.638764
661,0,ok,1,1,0.00133907,0.000861034,0.643009
662,0,ok,1,1,0.00156212,0.000990354,0.633981
663,0,ok,1,1,0.00133896,0.000854609,0.638263
664,0,ok,1,1,0.00156198,0.00098206,0.628728
665,0,ok,1,1,0.00133884,0.000847608,0.633091
666,0,ok,1,1,0.00156183,0.000973156,0.623089
667,0,ok,1,1,0.00133871,0.000840137,0.627573
668,0,ok,1,1,0.00156166,0.000963778,0.617148
669,0,ok,1,1,0.00133857,0.000832311,0.621791
670,0,ok,1,1,0.0015615,0.000954066,0.610995
671,0,ok,1,1,0.00133842,0.000824244,0.615831
672,0,ok,1,1,0.00156132,0.000944162,0.60472
673,0,ok,1,1,0.00133828,0.000816051,0.609779
674,0,ok,1,1,0.00156114,0.000934204,0.598409
675,0,ok,1,1,0.00133812,0.000807849,0.603717
676,0,ok,1,1,0.00156097,0.000924329,0.592151
677,0,ok,1,1,0.00133797,0.000799746,0.59773
678,0,ok,1,1,0.00156079,0.000914668,0.586028
679,0,ok,1,1,0.00133782,0.000791851,0.591895
680,0,ok,1,1,0.00156062,0.000905346,0.580119
681,0,ok,1,1,0.00133768,0.000784264,0.586288
682,0,ok,1,1,0.00156046,0.000896479,0.574497
683,0,ok,1,1,0.00133754,0.000777078,0.580977
684,0,ok,1,1,0.00156031,0.000888173,0.56923
685,0,ok,1,1,0.00133741,0.000770381,0.576027
686,0,ok,1,1,0.00156016,0.000880526,0.56438
687,0,ok,1,1,0.00133728,0.000764251,0.571495
688,0,ok,1,1,0.00156003,0.000873624,0.560003
689,0,ok,1,1,0.00133717,0.000758756,0.567433
690,0,ok,1,1,0.00155992,0.000867543,0.556146
691,0,ok,1,1,0.00133707,0.000753958,0.563887
692,0,ok,1,1,0.00155982,0.000862349,0.552851
693,0,ok,1,1,0.00133699,0.000749909,0.560893
694,0,ok,1,1,0.00155974,0.000858097,0.550153
695,0,ok,1,1,0.00133692,0.000746651,0.558486
696,0,ok,1,1,0.00155968,0.00085483,0.54808
697,0,ok,1,1,0.00133687,0.000744219,0.556688
698,0,ok,1,1,0.00155964,0.000852581,0.546652
699,0,ok,1,1,0.00133683,0.000742637,0.55552
700,0,ok,1,1,0.00155962,0.000851372,0.545885
701,0,ok,1,1,0.00133682,0.000741922,0.554992
702,1,invalid_meniscus_nodes,0,0,nan,nan,nan
703,1,invalid_meniscus_nodes,0,0,nan,nan,nan
704,1,invalid_meniscus_nodes,0,0,nan,nan,nan
705,1,invalid_meniscus_nodes,0,0,nan,nan,nan
706,1,invalid_meniscus_nodes,0,0,nan,nan,nan
707,1,invalid_meniscus_nodes,0,0,nan,nan,nan
708,1,invalid_meniscus_nodes,0,0,nan,nan,nan
709,1,invalid_meniscus_nodes,0,0,nan,nan,nan
710,1,invalid_meniscus_nodes,0,0,nan,nan,nan
711,1,invalid_meniscus_nodes,0,0,nan,nan,nan
712,1,invalid_meniscus_nodes,0,0,nan,nan,nan
713,0,ok,1,1,0.00155904,0.00083839,0.537761
714,0,ok,1,1,0.00178191,0.000946367,0.531097
715,0,ok,1,1,0.00155917,0.000844895,0.541887
716,0,ok,1,1,0.00178208,0.000954702,0.535723
717,0,ok,1,1,0.00155932,0.000852278,0.54657
718,0,ok,1,1,0.00178227,0.00096401,0.540889
719,0,ok,1,1,0.00155949,0.000860459,0.551758
720,0,ok,1,1,0.00178247,0.000974189,0.546537
721,0,ok,1,1,0.00155966,0.000869347,0.557394
722,0,ok,1,1,0.00178269,0.000985124,0.552606
723,0,ok,1,1,0.00155985,0.000878841,0.563412
724,0,ok,1,1,0.00178291,0.000996689,0.559022
725,0,ok,1,1,0.00156005,0.000888826,0.569742
726,0,ok,1,1,0.00178315,0.00100874,0.565709
727,0,ok,1,1,0.00156025,0.00089918,0.576304
728,0,ok,1,1,0.00178338,0.00102113,0.572582
729,0,ok,1,1,0.00156046,0.000909771,0.583016
730,0,ok,1,1,0.00178361,0.0010337,0.579551
731,0,ok,1,1,0.00156066,0.000920457,0.589787
732,0,ok,1,1,0.00178384,0.00104626,0.586522
733,0,ok,1,1,0.00156086,0.000931093,0.596525
734,0,ok,1,1,0.00178407,0.00105866,0.593397
735,0,ok,1,1,0.00156106,0.000941528,0.603134
736,0,ok,1,1,0.00178428,0.00107071,0.600076
737,0,ok,1,1,0.00156125,0.000951608,0.609518
738,0,ok,1,1,0.00178448,0.00108222,0.60646
739,0,ok,1,1,0.00156142,0.000961183,0.615581
740,0,ok,1,1,0.00178467,0.00109302,0.612449
741,0,ok,1,1,0.00156159,0.000970103,0.621229
742,0,ok,1,1,0.00178484,0.00110294,0.617949
743,0,ok,1,1,0.00156173,0.000978228,0.626373
744,0,ok,1,1,0.00178499,0.00111182,0.622871
745,0,ok,1,1,0.00156187,0.000985425,0.630928
746,0,ok,1,1,0.00178512,0.00111951,0.627133
747,0,ok,1,1,0.00156198,0.000991575,0.63482
748,0,ok,1,1,0.00178522,0.00112587,0.630664
749,0,ok,1,1,0.00156207,0.000996574,0.637983
750,0,ok,1,1,0.0017853,0.00113081,0.633403
751,0,ok,1,1,0.00156214,0.00100034,0.640364
752,0,ok,1,1,0.00178535,0.00113424,0.635302
