tri_id,v0x_m,v0y_m,v0z_m,v1x_m,v1y_m,v1z_m,v2x_m,v2y_m,v2z_m,area_face_m2,Sdotn_Wm2,Pin_W,R,T,A
43,0.0015,0,0.001962659759514668,0.001679730025832283,-0.000600340094384373,0.001986139255322377,0.001748209986717871,-0.0005754154269783052,0.001991315367256284,2.287264715069935e-08,9763.074877525267,0.0002233073667794927,0.02037095647464112,0.9796290435253593,-4.440892098500626e-16
44,0.0015,0,0.001962659759514668,0.001748209986717871,-0.0005754154269783052,0.001991315367256284,0.001813333333333333,-0.0005427092530382482,0.00199623776684929,2.287554696964869e-08,9761.76002597924,0.0002233055999807271,0.02037870725963228,0.9796212927403678,-1.110223024625157e-16
45,0.0015,0,0.001962659759514668,0.001813333333333333,-0.0005427092530382482,0.00199623776684929,0.001874219384133746,-0.0005026638674598276,0.002000839887091196,2.287828162829217e-08,9760.520353665206,0.0002233039334898305,0.02038601800313532,0.9796139819968647,0
46,0.0015,0,0.001962659759514668,0.001874219384133746,-0.0005026638674598276,0.002000839887091196,0.001930044759731073,-0.0004558208153857771,0.002005059492200593,2.288081421061556e-08,9759.372538507105,0.0002233023898657646,0.02039278974108216,0.9796072102589181,-2.220446049250313e-16
47,0.0015,0,0.001962659759514668,0.001930044759731073,-0.0004558208153857771,0.002005059492200593,0.001980054517687893,-0.0004028135687368981,0.002008839519257042,2.288311054023855e-08,9758.332007163488,0.00022330099000827,0.02039893078817985,0.9796010692118199,2.220446049250313e-16
48,0.0015,0,0.001962659759514668,0.001980054517687893,-0.0004028135687368981,0.002008839519257042,0.002023572361818773,-0.0003443589595910389,0.002012128849879179,2.288513963869315e-08,9757.412731551825,0.0002232997528739259,0.02040435798367187,0.9795956420163282,-1.110223024625157e-16
49,0.0015,0,0.001962659759514668,0.002023572361818773,-0.0003443589595910389,0.002012128849879179,0.002060009787936005,-0.0002812474862589565,0.002014883001513135,2.288687414029219e-08,9756.627045248846,0.0002232986952183812,0.02040899782205279,0.9795910021779473,0
50,0.0015,0,0.001962659759514668,0.002060009787936005,-0.0002812474862589565,0.002014883001513135,0.002088874042359169,-0.0002143326231507528,0.002017064728982762,2.288829065820372e-08,9755.985481963449,0.0002232978313683952,0.02041278745311791,0.9795872125468819,2.220446049250313e-16
51,0.0015,0,0.001962659759514668,0.002088874042359169,-0.0002143326231507528,0.002017064728982762,0.002109774785563357,-0.0001445192789985955,0.002018644528166752,2.288937009699349e-08,9755.496637985772,0.0002232971730268321,0.02041567553750269,0.9795843244624972,1.110223024625157e-16
52,0.0015,0,0.001962659759514668,0.002109774785563357,-0.0001445192789985955,0.002018644528166752,0.002122429370851618,-7.275155951847748e-05,0.002019601034991261,2.289009790760277e-08,9755.167060211186,0.0002232967291132556,0.02041762294584412,0.9795823770541557,1.110223024625157e-16
53,0.0015,0,0.001962659759514668,0.002122429370851618,-7.275155951847748e-05,0.002019601034991261,0.002126666666666666,0,0.002019921314342361,2.289046428149929e-08,9755.001161026334,0.0002232965056424574,0.02041860329184832,0.9795813967081518,-1.110223024625157e-16
54,0.002126666666666666,0,0.002019921314342361,0.002753333333333333,0,0.002096971788853153,0.002744858741703235,0.0001455031190369552,0.002096331230150954,4.593446564493599e-08,9720.350684407971,0.000446499114569668,0.02062456145318232,0.9793754385468173,3.33066907387547e-16
55,0.002126666666666666,0,0.002019921314342361,0.002744858741703235,0.0001455031190369552,0.002096331230150954,0.002122429370851618,7.275155951847761e-05,0.002019601034991261,2.296723282246799e-08,9720.350684407971,0.0002232495572848339,0.02062456145318232,0.9793754385468173,3.33066907387547e-16
56,0.002122429370851618,7.275155951847761e-05,0.002019601034991261,0.002744858741703235,0.0001455031190369552,0.002096331230150954,0.002719549571126713,0.0002890385579971917,0.002094418216501935,4.593227471452265e-08,9720.84358265218,0.0004465004578952845,0.0206216149297247,0.9793783850702753,0
57,0.002122429370851618,7.275155951847761e-05,0.002019601034991261,0.002719549571126713,0.0002890385579971917,0.002094418216501935,0.002109774785563356,0.0001445192789985958,0.002018644528166752,2.296613735726133e-08,9720.843582652182,0.0002232502289476423,0.0206216149297247,0.9793783850702753,0
58,0.002109774785563356,0.0001445192789985958,0.002018644528166752,0.002719549571126713,0.0002890385579971917,0.002094418216501935,0.002677748084718339,0.0004286652463015047,0.002091258618133955,4.592792217224894e-08,9721.822916352281,0.0004465031262746137,0.02061576196139698,0.9793842380386035,-5.551115123125783e-16
59,0.002109774785563356,0.0001445192789985958,0.002018644528166752,0.002677748084718339,0.0004286652463015047,0.002091258618133955,0.002088874042359169,0.0002143326231507524,0.002017064728982762,2.296396108612446e-08,9721.822916352281,0.0002232515631373068,0.02061576196139698,0.9793842380386035,-5.551115123125783e-16
60,0.002088874042359169,0.0002143326231507524,0.002017064728982762,0.002677748084718339,0.0004286652463015047,0.002091258618133955,0.00262001957587201,0.0005624949725179125,0.002086895163194701,4.592146627523624e-08,9723.27583662796,0.0004465070834165303,0.02060708215112915,0.9793929178488706,2.220446049250313e-16
61,0.002088874042359169,0.0002143326231507524,0.002017064728982762,0.00262001957587201,0.0005624949725179125,0.002086895163194701,0.002060009787936005,0.0002812474862589563,0.002014883001513135,2.296073313761804e-08,9723.275836627958,0.0002232535417082643,0.02060708215112917,0.9793929178488706,2.220446049250313e-16
62,0.002060009787936005,0.0002812474862589563,0.002014883001513135,0.00262001957587201,0.0005624949725179125,0.002086895163194701,0.002547144723637547,0.0006887179191820768,0.00208138685992679,4.591299346347935e-08,9725.183261411859,0.0004465122755123414,0.02059569352582945,0.9794043064741706,-1.110223024625157e-16
63,0.002060009787936005,0.0002812474862589563,0.002014883001513135,0.002547144723637547,0.0006887179191820768,0.00208138685992679,0.002023572361818774,0.0003443589595910384,0.002012128849879179,2.295649673173967e-08,9725.183261411859,0.0002232561377561707,0.02059569352582945,0.9794043064741706,-1.110223024625157e-16
64,0.002023572361818774,0.0003443589595910384,0.002012128849879179,0.002547144723637547,0.0006887179191820768,0.00208138685992679,0.002460109035375786,0.0008056271374737959,0.002074808198682514,4.590261723697765e-08,9727.520103567915,0.0004465186319790832,0.02058175090601122,0.9794182490939886,2.220446049250313e-16
65,0.002023572361818774,0.0003443589595910384,0.002012128849879179,0.002460109035375786,0.0008056271374737959,0.002074808198682514,0.001980054517687893,0.0004028135687368979,0.002008839519257042,2.295130861848894e-08,9727.520103567909,0.0002232593159895425,0.02058175090601122,0.9794182490939887,1.110223024625157e-16
66,0.001980054517687893,0.0004028135687368979,0.002008839519257042,0.002460109035375786,0.0008056271374737959,0.002074808198682514,0.002360089519462146,0.0009116416307715544,0.002067248144569617,4.589047667845707e-08,9730.255572681826,0.0004465260664335824,0.02056544376923045,0.9794345562307697,-1.110223024625157e-16
67,0.001980054517687893,0.0004028135687368979,0.002008839519257042,0.002360089519462146,0.0009116416307715544,0.002067248144569617,0.001930044759731073,0.0004558208153857772,0.002005059492200593,2.294523833922846e-08,9730.255572681821,0.0002232630332167903,0.02056544376923048,0.9794345562307696,-1.110223024625157e-16
68,0.001930044759731073,0.0004558208153857772,0.002005059492200593,0.002360089519462146,0.0009116416307715544,0.002067248144569617,0.002248438768267492,0.001005327734919655,0.002058808934350822,4.587673463862771e-08,9733.353548382631,0.0004465344778830954,0.02054699363845139,0.9794530063615484,2.220446049250313e-16
69,0.001930044759731073,0.0004558208153857772,0.002005059492200593,0.002248438768267492,0.001005327734919655,0.002058808934350822,0.001874219384133746,0.0005026638674598274,0.002000839887091196,2.293836731931385e-08,9733.353548382633,0.0002232672389415477,0.02054699363845139,0.9794530063615486,0
70,0.001874219384133746,0.0005026638674598274,0.002000839887091196,0.002248438768267492,0.001005327734919655,0.002058808934350822,0.002126666666666667,0.001085418506076496,0.00204960469386701,4.586157560503243e-08,9736.773022388001,0.0004465437521152874,0.02052665103322691,0.9794733489667732,-1.110223024625157e-16
71,0.001874219384133746,0.0005026638674598274,0.002000839887091196,0.002126666666666667,0.001085418506076496,0.00204960469386701,0.001813333333333333,0.0005427092530382482,0.00199623776684929,2.293078780251621e-08,9736.773022387999,0.0002232718760576436,0.02052665103322691,0.9794733489667732,-1.110223024625157e-16
72,0.001813333333333333,0.0005427092530382482,0.00199623776684929,0.002126666666666667,0.001085418506076496,0.00204960469386701,0.001996419973435743,0.00115083085395661,0.002039759894680999,4.584520327953427e-08,9740.46860572603,0.0004465537632674315,0.02050469202771034,0.9794953079722897,0
73,0.001813333333333333,0.0005427092530382482,0.00199623776684929,0.001996419973435743,0.00115083085395661,0.002039759894680999,0.001748209986717872,0.0005754154269783051,0.001991315367256284,2.292260163976713e-08,9740.46860572603,0.0002232768816337157,0.02050469202771034,0.9794953079722897,0
74,0.001748209986717872,0.0005754154269783051,0.001991315367256284,0.001996419973435743,0.00115083085395661,0.002039759894680999,0.001859460051664567,0.001200680188768746,0.002029407670813186,4.582783789335285e-08,9744.391096772782,0.0004465643755523339,0.02048141446490501,0.9795185855350952,-2.220446049250313e-16
75,0.001748209986717872,0.0005754154269783051,0.001991315367256284,0.001859460051664567,0.001200680188768746,0.002029407670813186,0.001679730025832283,0.000600340094384373,0.001986139255322377,2.291391894667643e-08,9744.391096772784,0.0002232821877761671,0.02048141446490501,0.979518585535095,0
76,0.001679730025832283,0.000600340094384373,0.001986139255322377,0.001859460051664567,0.001200680188768746,0.002029407670813186,0.001717639049342553,0.001234292383775301,0.002018688018332308,4.580971329222954e-08,9748.48810486099,0.000446575445116392,0.02045713388113751,0.9795428661188621,4.440892098500626e-16
77,0.001679730025832283,0.000600340094384373,0.001986139255322377,0.001717639049342553,0.001234292383775301,0.002018688018332308,0.001608819524671277,0.0006171461918876504,0.001980779429081939,2.290485664611473e-08,9748.488104860991,0.0002232877225581957,0.0204571338811375,0.9795428661188623,2.220446049250313e-16
78,0.001608819524671277,0.0006171461918876504,0.001980779429081939,0.001717639049342553,0.001234292383775301,0.002018688018332308,0.001572874852234463,0.001251212891699989,0.002007745902148779,4.57910738277156e-08,9752.704723275692,0.0004465868220034278,0.02043217919843948,0.9795678208015608,-2.220446049250313e-16
79,0.001608819524671277,0.0006171461918876504,0.001980779429081939,0.001572874852234463,0.001251212891699989,0.002007745902148779,0.001536437426117231,0.0006256064458499947,0.001975308370990174,2.289553691385784e-08,9752.704723275685,0.0002232934110017142,0.02043217919843951,0.9795678208015604,1.110223024625157e-16
80,0.001536437426117231,0.0006256064458499947,0.001975308370990174,0.001572874852234463,0.001251212891699989,0.002007745902148779,0.001427125147765537,0.001251212891699989,0.001996729295612957,4.577217109371276e-08,9756.984244475418,0.0004465983521967885,0.02040688824530573,0.9795931117546945,-2.220446049250313e-16
81,0.001536437426117231,0.0006256064458499947,0.001975308370990174,0.001427125147765537,0.001251212891699989,0.001996729295612957,0.001463562573882769,0.0006256064458499947,0.001969800067722263,2.288608554685634e-08,9756.984244475421,0.0002232991760983939,0.02040688824530575,0.9795931117546942,0
82,0.001463562573882769,0.0006256064458499947,0.001969800067722263,0.001427125147765537,0.001251212891699989,0.001996729295612957,0.001282360950657448,0.001234292383775301,0.001985787179429428,4.575326055013939e-08,9761.26890938981,0.0004466098797112869,0.02038160316813705,0.9796183968318629,0
83,0.001463562573882769,0.0006256064458499947,0.001969800067722263,0.001282360950657448,0.001234292383775301,0.001985787179429428,0.001391180475328724,0.0006171461918876504,0.001964329009630498,2.287663027506976e-08,9761.268909389813,0.0002233049398556442,0.02038160316813707,0.9796183968318631,-2.220446049250313e-16
84,0.001391180475328724,0.0006171461918876504,0.001964329009630498,0.001282360950657448,0.001234292383775301,0.001985787179429428,0.001140539948335434,0.001200680188768746,0.00197506752694855,4.573459807791009e-08,9765.500681678945,0.0004466212487061435,0.02035666579657578,0.9796433342034241,1.110223024625157e-16
85,0.001391180475328724,0.0006171461918876504,0.001964329009630498,0.001140539948335434,0.001200680188768746,0.00197506752694855,0.001320269974167717,0.000600340094384373,0.001958969183390059,2.286729903895504e-08,9765.500681678948,0.0002233106243530718,0.02035666579657578,0.9796433342034241,1.110223024625157e-16
86,0.001320269974167717,0.000600340094384373,0.001958969183390059,0.001140539948335434,0.001200680188768746,0.00197506752694855,0.001003580026564257,0.00115083085395661,0.001964715303080736,4.571643651122439e-08,9769.622036934019,0.0004466323055901528,0.02033241302591468,0.9796675869740852,1.110223024625157e-16
87,0.001320269974167717,0.000600340094384373,0.001958969183390059,0.001003580026564257,0.00115083085395661,0.001964715303080736,0.001251790013282128,0.0005754154269783051,0.001953793071456152,2.285821825561217e-08,9769.622036934023,0.0002233161527950762,0.02033241302591468,0.9796675869740852,1.110223024625157e-16
88,0.001251790013282128,0.0005754154269783051,0.001953793071456152,0.001003580026564257,0.00115083085395661,0.001964715303080736,0.0008733333333333337,0.001085418506076497,0.001954870503894725,4.569902219437985e-08,9773.576755995095,0.0004466429010906949,0.02030917227883932,0.979690827721161,-3.33066907387547e-16
89,0.001251790013282128,0.0005754154269783051,0.001953793071456152,0.0008733333333333337,0.001085418506076497,0.001954870503894725,0.001186666666666667,0.0005427092530382483,0.001948870671863147,2.284951109718993e-08,9773.576755995096,0.0002233214505453475,0.0203091722788393,0.9796908277211609,-2.220446049250313e-16
90,0.001186666666666667,0.0005427092530382483,0.001948870671863147,0.0008733333333333337,0.001085418506076497,0.001954870503894725,0.0007515612317325083,0.001005327734919655,0.001945666263410914,4.568259161089846e-08,9777.310710901607,0.0004466528922589814,0.02028725710700199,0.9797127428929979,1.110223024625157e-16
91,0.001186666666666667,0.0005427092530382483,0.001948870671863147,0.0007515612317325083,0.001005327734919655,0.001945666263410914,0.001125780615866254,0.0005026638674598276,0.001944268551621241,2.284129580544923e-08,9777.310710901604,0.0002233264461294906,0.02028725710700199,0.9797127428929979,1.110223024625157e-16
92,0.001125780615866254,0.0005026638674598276,0.001944268551621241,0.0007515612317325083,0.001005327734919655,0.001945666263410914,0.0006399104805378541,0.0009116416307715545,0.001937227053192119,4.566736813263036e-08,9780.772631518854,0.0004466621443851272,0.02026696299038295,0.979733037009617,0
93,0.001125780615866254,0.0005026638674598276,0.001944268551621241,0.0006399104805378541,0.0009116416307715545,0.001937227053192119,0.001069955240268927,0.0004558208153857772,0.001940048946511844,2.283368406631515e-08,9780.772631518854,0.0002233310721925634,0.02026696299038295,0.979733037009617,0
94,0.001069955240268927,0.0004558208153857772,0.001940048946511844,0.0006399104805378541,0.0009116416307715545,0.001937227053192119,0.000539890964624214,0.0008056271374737958,0.001929666999079221,4.565355893562135e-08,9783.914840637202,0.0004466705327981309,0.02024856338914129,0.9797514366108586,1.110223024625157e-16
95,0.001069955240268927,0.0004558208153857772,0.001940048946511844,0.000539890964624214,0.0008056271374737958,0.001929666999079221,0.001019945482312107,0.0004028135687368979,0.001936268919455395,2.282677946781072e-08,9783.914840637201,0.0002233352663990659,0.02024856338914131,0.9797514366108587,0
96,0.001019945482312107,0.0004028135687368979,0.001936268919455395,0.000539890964624214,0.0008056271374737958,0.001929666999079221,0.0004528552763624534,0.0006887179191820772,0.001923088337834946,4.564135212786468e-08,9786.693945354116,0.0004466779445275484,0.02023230609877798,0.9797676939012221,-1.110223024625157e-16
97,0.001019945482312107,0.0004028135687368979,0.001936268919455395,0.0004528552763624534,0.0006887179191820772,0.001923088337834946,0.0009764276381812267,0.0003443589595910386,0.001932979588833257,2.282067606393232e-08,9786.693945354118,0.000223338972263774,0.02023230609877798,0.9797676939012219,1.110223024625157e-16
98,0.0009764276381812267,0.0003443589595910386,0.001932979588833257,0.0004528552763624534,0.0006887179191820772,0.001923088337834946,0.0003799804241279901,0.0005624949725179127,0.001917580034567035,4.563091413161424e-08,9789.071472848393,0.0004466842798057795,0.02021840995499936,0.9797815900450008,-1.110223024625157e-16
