tri_id,cx_m,cy_m,cz_m,area_face_m2,Sdotn_Wm2,Pin_W
455,0.0009339013915431264,-0.002651892034842115,0.002107865486038742,9.213493565453484e-08,9690.512661661543,0.0008928347605416414
456,0.001112812382457451,-0.002894115985412943,0.002151071994128344,1.153075713277109e-07,9678.096645340773,0.001115957819249111
457,0.001245595022086603,-0.002699680926733518,0.002131425095301287,9.224605706216875e-08,9678.096645340769,0.0008927662553992885
458,0.001451416765177023,-0.002919496747299976,0.002176665673850156,1.154482066737272e-07,9665.554696111709,0.001115870956172919
459,0.001560729043528717,-0.002710961265349978,0.002155244749227373,9.235856533898172e-08,9665.554696111709,0.0008926967649383349
460,0.001790678152803821,-0.002905396324029402,0.002202309013806831,1.155886709105373e-07,9653.057055626632,0.001115784035283467
461,0.001875041808836805,-0.002685580503462944,0.002179002327859882,9.247093672842979e-08,9653.057055626628,0.0008926272282267728
462,0.002126008617067636,-0.002852005399636906,0.002227655231816189,1.157270685633116e-07,9640.771579041389,0.001115698233530949
463,0.002184282777058552,-0.002623881872336653,0.002202376550703552,9.258165485064925e-08,9640.771579041389,0.0008925585868247587
464,0.002452873388693302,-0.002760045994783628,0.002252361563760684,1.158615387518295e-07,9628.86154439942,0.001115614714962435
465,0.002484269994596659,-0.00252669974011408,0.002225051321492524,9.268923100146371e-08,9628.861544399426,0.0008924917719699489
466,0.002766852182375837,-0.002630761702665329,0.00227609389888408,1.159902797435479e-07,9617.483613512606,0.001115534614760315
467,0.002770946648957162,-0.002395348328419152,0.002246720002850083,9.279222379483824e-08,9617.483613512608,0.0008924276918082514
468,0.003063698973556243,-0.002465900871547791,0.002298531298066273,1.16111572391082e-07,9606.785961100801,0.001115459023567986
469,0.003040435930179015,-0.002231603939763814,0.002267089563033141,9.288925791286551e-08,9606.785961100801,0.0008923672188543879
470,0.003339399418619693,-0.002267692961355778,0.002319370333974319,1.162238021900417e-07,9596.906582954007,0.001115388972333556
471,0.003289093458038214,-0.002037680936103768,0.002285884538683874,9.297904175203348e-08,9596.906582954007,0.0008923111778668456
472,0.003590225142006374,-0.002038818394052162,0.002338329194396593,1.163254797244672e-07,9587.971788647521,0.001115325417899081
473,0.003513556566038442,-0.001816201793391731,0.002302850759999084,9.306038377957372e-08,9587.971788647523,0.0008922603343192644
474,0.003812784156094968,-0.001782372305529093,0.002355151493269503,1.164152592979608e-07,9580.094880012926,0.001115269229555771
475,0.003710789775706843,-0.001570161637088981,0.002317758787940762,9.313220743836863e-08,9580.094880012926,0.0008922153836446171
476,0.004004066732016328,-0.001501822689204711,0.002369609737859174,1.164919555780811e-07,9573.375013224113,0.001115221176772814
477,0.003878125846233046,-0.001302887738231588,0.002330407017005479,9.31935644624648e-08,9573.375013224115,0.0008921769414182514
478,0.004161486101073297,-0.001200963497361458,0.00238150840521042,1.165545581094788e-07,9567.896240013479,0.001115181918292114
479,0.004013301844325514,-0.001017994517797534,0.002340624401592967,9.32436464875831e-08,9567.89624001347,0.0008921455346336916
480,0.004282913436349768,-0.0008838633344499177,0.002390686586259283,1.166022435770671e-07,9563.726722153573,0.001115151992761056
481,0.004114489746502295,-0.0007193346678634568,0.00234827276910444,9.328179486165359e-08,9563.726722153573,0.0008921215942088443
